2 0.000903318
4 0.003005675
8 0.010512269
16 0.041630451
32 0.168190922
64 0.71416765
128 3.016924977
256 11.431769544
512 47.614437142
1024 146.861980597
2048 586.351384118
4096 2342.868563211
8192 9322.320029806
16384 37359.860795786
