Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Accel. (X) | Accel (Y) |
    0      13.40187717           8.94382927           0.00000000           0.00000000         0.00000000           0.00000000
    1      12.83099224          12.98440033           0.00000000           0.00000000         0.00000000           0.00000000
    2      14.11647358           6.97551369           0.00000000           0.00000000         0.00000000           0.00000000
    3       8.35222756          12.68229595           0.00000000           0.00000000         0.00000000           0.00000000
    4       7.77774711          10.53969956           0.00000000           0.00000000         0.00000000           0.00000000
    5       9.77397052          11.28870925           0.00000000           0.00000000         0.00000000           0.00000000
    6      14.52229725          14.16195068           0.00000000           0.00000000         0.00000000           0.00000000
    7      11.35711728          12.17296929           0.00000000           0.00000000         0.00000000           0.00000000
    8       6.41602555          11.06968876           0.00000000           0.00000000         0.00000000           0.00000000
    9       5.16300572           7.42886771           0.00000000           0.00000000         0.00000000           0.00000000
   10       6.37231577          13.04176754           0.00000000           0.00000000         0.00000000           0.00000000
   11       6.56679089           9.00944394           0.00000000           0.00000000         0.00000000           0.00000000
   12       6.29790447           6.08808802           0.00000000           0.00000000         0.00000000           0.00000000
   13      10.12932394          13.39112235           0.00000000           0.00000000         0.00000000           0.00000000
   14      11.12639833           7.96031618           0.00000000           0.00000000         0.00000000           0.00000000
   15      11.37552268          10.24287190           0.00000000           0.00000000         0.00000000           0.00000000
   16       9.93582987          14.72775024           0.00000000           0.00000000         0.00000000           0.00000000
   17       9.00228622          13.91529452           0.00000000           0.00000000         0.00000000           0.00000000
   18       7.83314746           8.52458347           0.00000000           0.00000000         0.00000000           0.00000000
   19      13.07724520          14.19026474           0.00000000           0.00000000         0.00000000           0.00000000
    0      13.40187717           8.94382927           0.00000000           0.00000000         0.00000000           0.00000000
    1      12.82997923          13.04011446          -0.01818456           0.38504866        -0.31703832          -0.24904311
    2      14.11647358           6.97551369           0.00000000           0.00000000         0.00000000           0.00000000
    3       8.38749933          12.72640421           0.29952478           0.37377213         1.29993822           1.80977802
    4       7.73516220          10.54969025          -0.36819129           0.08811944        -1.81184647           0.46392202
    5       9.78528783          11.29362722           0.09681246           0.03840772         0.53977871           0.03750316
    6      14.47858218          14.16243144          -0.37885649          -0.00025409        -1.99123314          -0.15301130
    7      11.35310704          12.17850836          -0.03182917           0.04037481        -0.11583634           0.08736679
    8       6.45449350          11.06044668           0.33365898          -0.08338834         1.66024137          -0.46916974
    9       5.17137156           7.41898422           0.07014325          -0.08286787         0.30855296          -0.36452727
   10       6.37246372          13.03591636           0.00137041          -0.04813781         0.00814777          -0.19621740
   11       6.62673372           8.99306237           0.51578418          -0.14231146         2.36988627          -0.66359705
   12       6.28953862           6.09797151          -0.07014325           0.08286787        -0.30855296           0.36452727
   13      10.06782837          13.46557615          -0.33308809           0.54753348         3.86377975          -0.38271120
   14      11.12639833           7.96031618           0.00000000           0.00000000         0.00000000           0.00000000
   15      11.36934801          10.25368062          -0.05144504           0.08969544        -0.22079847           0.37911534
   16       9.89679654          14.62453336          -0.22849173          -0.78584361         1.43762710          -0.71121002
   17       9.08087903          13.88673058           0.36549733          -0.23824060        -6.35811348          -0.95942697
   18       7.77717364           8.54606762          -0.48262228           0.18571816        -2.22642894           0.86506217
   19      13.10750520          14.12602285           0.28006052          -0.45049395         1.86189597           0.14163929
    0      13.40187717           8.94382927           0.00000000           0.00000000         0.00000000           0.00000000
    1      12.79174059          13.05022827          -0.25642459          -0.19576196         0.23092253           0.97292994
    2      14.11647358           6.97551369           0.00000000           0.00000000         0.00000000           0.00000000
    3       8.49895492          12.86712483           0.36206735           0.29361103        -6.22634727         -13.99095770
