Step #1 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       7 | 9.391174e+00 | 9.325149e+00 | 2.490877e+00 |-5.496882e+00 | 2.356237e+02 |-6.550108e+01 |
       8 | 4.270250e+00 | 4.728548e+00 | 1.808360e+00 |-1.523094e+00 |-6.883825e-02 |-3.646206e-01 |
       9 | 5.364028e+00 | 3.685104e+00 | 3.791512e+00 | 1.864025e+00 | 1.429474e+00 |-2.675634e+00 |
      10 | 6.096006e+00 | 8.266621e+00 | 3.134741e+00 |-1.739044e+00 | 1.495403e+02 | 7.376606e+01 |
      11 | 9.742201e+00 | 1.940357e+00 |-4.986021e+00 |-2.733914e+00 | 1.450329e+01 |-1.419291e+01 |
      12 | 9.974599e+00 | 5.775463e+00 |-2.901291e+00 | 2.322659e+00 | 1.767355e+01 | 3.439843e+01 |
      13 | 7.304073e+00 | 6.572110e+00 |-5.020299e+00 |-1.982980e+00 | 7.142715e-01 | 3.595445e+00 |
      14 | 8.948465e+00 | 5.695180e+00 |-7.621071e-01 | 1.652222e+00 |-1.623120e+01 |-5.292618e+01 |
      15 | 6.817113e+00 | 3.768756e+00 | 4.651870e+00 | 3.860442e+00 |-2.241166e+00 | 1.447269e+00 |
      16 | 7.543084e+00 | 5.499458e+00 |-7.117901e+00 | 4.603957e+00 | 6.698451e+00 |-5.680581e-01 |
      17 | 2.770916e+00 | 5.089023e+00 |-5.470819e+00 |-8.049128e+00 | 3.830745e-01 | 1.942545e+00 |
      18 | 9.907417e+00 | 1.390308e-01 | 8.872417e+00 | 3.181277e+00 | 2.299901e+01 | 3.990065e+01 |
      19 | 9.930445e+00 | 8.042534e+00 | 3.481830e+00 | 9.528850e-01 |-5.787640e+01 |-2.654474e+01 |
      20 | 8.599660e+00 | 4.524496e+00 |-4.119892e+00 | 2.937551e+00 | 3.161141e+00 | 2.939651e+00 |
      21 | 5.614248e+00 | 7.510725e+00 | 4.334182e+00 | 3.247839e+00 |-8.132435e+01 |-1.221676e+02 |
      22 | 5.437348e-01 | 6.927789e+00 | 1.970363e+00 |-2.476765e+00 |-2.814841e+00 | 6.934990e-01 |
      23 | 1.863629e+00 | 9.344549e+00 | 2.359036e+00 | 4.373115e-01 |-9.603910e+00 | 1.729799e+00 |
      24 | 2.420056e+00 | 6.344796e+00 |-1.347042e+00 | 1.011437e+00 | 5.888573e-01 |-1.970152e+00 |
      25 | 2.859748e+00 | 9.017526e+00 |-4.048941e-01 | 3.078082e+00 |-1.020394e+02 | 9.592008e+01 |
      26 | 9.803545e-01 | 1.072060e+00 |-2.098946e-01 |-4.160900e+00 |-1.934247e+00 |-4.909555e-01 |
      27 | 2.266465e+00 | 2.537639e+00 |-2.614181e+00 | 2.205952e+00 | 1.813652e-01 |-3.072954e-01 |
      28 | 8.992554e+00 | 6.656204e+00 |-1.198048e+00 |-3.109742e+00 | 3.875363e+00 | 4.698696e+01 |
      29 | 7.501265e+00 | 9.042171e+00 |-1.866662e-01 |-5.275562e-01 |-1.786062e+00 |-2.956631e+00 |
      30 | 3.856267e+00 | 1.716897e+00 |-1.057259e+00 | 1.039065e+00 | 1.847148e+00 | 1.405373e+00 |
      31 | 7.410246e+00 | 1.592651e+00 | 4.705410e+00 | 2.073858e+00 |-9.374783e-01 | 8.616294e-02 |
      32 | 4.946996e+00 | 2.351162e+00 | 4.464923e+00 | 4.156648e+00 |-1.898939e+01 |-4.423446e+00 |
      33 | 9.807580e+00 | 4.802604e+00 | 3.657787e+00 |-3.755547e+00 |-9.115885e+00 |-2.371708e+01 |
      34 | 6.591093e+00 | 4.994768e+00 | 3.718666e+00 |-2.876794e+00 |-3.006778e+00 |-4.075129e+00 |
      35 | 3.528067e+00 | 8.420772e+00 |-1.096468e+00 |-2.170661e+00 | 7.636060e+01 |-1.009951e+02 |
      36 | 4.506615e+00 | 8.478619e+00 |-5.704075e+00 | 5.250853e-01 |-8.751716e+01 |-4.820749e+01 |
      37 | 5.345284e+00 | 8.812251e+00 | 6.886017e+00 | 1.907648e+00 | 5.380191e+01 | 9.760313e+01 |
      38 | 5.931024e+00 | 2.590551e+00 |-4.568974e+00 |-7.749725e-02 | 1.842254e+01 | 6.539859e+00 |
      39 | 7.671735e+00 | 7.775397e+00 | 6.135402e+00 |-3.856691e-01 |-1.116568e+00 | 1.363874e-01 |
      40 | 7.942524e-01 | 8.428426e+00 |-2.657327e+00 |-3.455295e-01 | 5.826463e+01 | 2.637092e+01 |
Step #1400 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 4.970719e+00 | 1.358647e-01 | 3.909359e+00 | 1.890478e-01 |-5.054780e-01 |-8.234486e-01 |
       2 | 3.067625e+00 | 8.056129e+00 |-2.658783e+00 | 2.947200e+00 | 8.062635e-02 | 7.667152e-01 |
       3 | 8.479263e+00 | 7.972514e+00 | 2.283443e+00 |-1.211465e+00 | 1.563782e+01 | 1.082592e+01 |
       4 | 9.683618e+00 | 3.441167e+00 |-1.036873e+00 |-3.914125e+00 | 1.901819e+02 |-1.363131e+02 |
       5 | 7.119312e+00 | 1.576573e+00 |-1.597660e+00 | 2.613379e+00 | 1.184234e+00 | 2.106839e+00 |
       6 | 8.326082e+00 | 1.502295e+00 |-1.768644e+00 |-5.577828e+00 |-1.494882e+00 | 6.420858e-01 |
       7 | 6.196207e-01 | 7.122500e+00 |-1.777081e+00 |-3.709976e+00 | 5.414633e-01 | 1.694326e+01 |
       8 | 5.222550e+00 | 3.922576e+00 | 2.045588e+00 |-1.417148e+00 | 2.386233e+01 | 2.978186e+01 |
       9 | 5.834330e+00 | 2.769847e+00 | 7.021008e+00 |-4.283241e+00 |-8.461083e+02 | 1.147863e+02 |
      10 | 7.669920e+00 | 7.353738e+00 | 8.335967e-01 |-1.014918e-01 | 1.130316e+02 | 6.019778e+01 |
      11 | 9.794173e+00 | 2.060806e+00 | 2.073144e+00 | 1.755082e+00 |-1.113529e+01 | 1.675885e+01 |
      12 | 9.777565e+00 | 4.882225e+00 | 2.054517e+00 |-4.536637e+00 |-7.295357e-01 |-2.360051e+00 |
      13 | 6.868942e+00 | 6.945155e+00 |-3.439168e+00 |-2.246936e+00 |-1.391331e+02 |-5.238122e+01 |
      14 | 7.991450e+00 | 5.142559e+00 |-5.155646e+00 | 2.157379e+00 |-2.414629e-01 | 1.972705e+00 |
      15 | 8.976189e+00 | 3.945631e+00 | 6.531678e-01 |-8.211551e-01 |-1.853107e+02 | 1.413694e+02 |
      16 | 5.109082e+00 | 6.253132e+00 |-4.677702e+00 | 1.034922e+00 | 3.435195e-01 |-1.619295e-02 |
      17 | 1.193424e+00 | 4.927275e+00 | 4.092981e+00 | 6.968112e+00 | 1.206545e+00 | 2.239076e+00 |
      18 | 8.379977e-01 | 9.239263e+00 | 3.271158e+00 | 5.326492e+00 |-7.768947e+01 | 1.145945e+02 |
      19 | 9.587370e+00 | 6.982255e+00 |-7.222550e+00 |-6.070460e-02 |-2.097451e-01 | 1.066713e+01 |
      20 | 7.648028e+00 | 6.296079e+00 |-2.130263e+00 | 3.336234e+00 | 1.697523e+01 |-2.083406e+01 |
      21 | 4.351329e+00 | 8.707252e+00 |-1.390156e+00 | 1.507129e+00 |-1.348190e+00 | 4.434461e-01 |
      22 | 1.294156e+00 | 6.363981e+00 | 4.996048e+00 |-5.442384e+00 |-2.497878e+02 |-4.940504e+01 |
      23 | 2.266396e+00 | 5.721261e-01 | 6.181149e+00 | 1.997805e+00 | 3.471721e+00 | 9.707272e+00 |
      24 | 2.109173e+00 | 6.017389e+00 | 1.854718e+00 |-1.368316e+00 | 1.651288e+02 |-8.865578e+01 |
      25 | 1.749520e+00 | 9.652422e+00 |-2.923827e+00 |-5.253587e-01 | 1.898865e+01 | 1.496587e+00 |
      26 | 2.901854e+00 | 1.609844e+00 |-1.783945e-01 |-5.430714e-01 |-1.220910e+00 |-2.157417e+00 |
      27 | 3.544259e-01 | 1.215165e+00 |-8.957092e+00 | 3.882544e-01 | 1.013658e+01 |-1.541354e+01 |
      28 | 8.862341e+00 | 6.258072e+00 | 5.796289e+00 |-3.475352e+00 |-1.381948e+01 |-1.110714e+01 |
      29 | 9.092993e+00 | 9.134618e+00 | 5.162921e+00 |-8.318220e-01 |-1.012814e+00 |-1.936024e+00 |
      30 | 4.663610e+00 | 3.124444e+00 |-3.447914e+00 | 4.793665e+00 |-1.983302e+01 |-3.220759e+01 |
      31 | 6.620810e+00 | 2.665068e+00 |-4.494857e+00 | 7.166084e+00 | 8.445991e+02 |-1.137274e+02 |
      32 | 2.728363e+00 | 3.721605e+00 |-4.977067e+00 | 2.703852e+00 | 5.319134e+00 |-3.157032e+01 |
      33 | 2.564944e+00 | 4.692444e+00 | 5.790488e+00 |-5.056938e+00 |-7.633032e+00 | 3.359319e+01 |
      34 | 6.630368e+00 | 4.766473e+00 |-6.818033e-01 | 5.459054e-01 | 1.208536e+00 | 1.692981e-01 |
      35 | 1.912932e+00 | 7.014851e+00 | 1.653883e+00 |-5.630950e+00 | 9.326793e+01 | 1.224464e+02 |
      36 | 2.929474e+00 | 9.696993e+00 |-6.622822e+00 | 5.138846e+00 |-5.511365e-01 |-2.239620e+00 |
      37 | 7.634129e+00 | 9.676860e+00 | 2.471144e+00 |-9.829819e-01 | 1.025138e+00 |-2.398629e-01 |
      38 | 8.083568e+00 | 3.359434e+00 | 4.915621e+00 | 1.658738e+00 |-4.401491e+00 |-3.104220e+00 |
      39 | 9.095280e-04 | 8.462074e+00 |-7.483388e-01 |-6.390592e-01 | 2.226775e+00 |-1.597687e+00 |
      40 | 1.202379e+00 | 8.415345e+00 |-1.173581e+00 | 1.488119e-01 | 5.374811e+01 |-1.254188e+02 |
Step #1500 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 6.716071e+00 | 2.268065e-01 | 1.538226e+00 |-1.506573e+00 | 9.470785e-01 |-4.308562e+00 |
       2 | 2.004889e+00 | 9.519677e+00 | 3.523979e+00 | 1.568926e+00 | 6.203323e+00 |-5.506604e+00 |
       3 | 9.520945e+00 | 7.659400e+00 | 1.121910e+00 |-6.227694e+00 | 4.064814e+01 | 4.618668e+01 |
       4 | 5.510959e-02 | 4.280897e+00 | 1.477517e+00 | 3.319499e+00 | 2.438949e+00 |-5.779565e+00 |
       5 | 6.369139e+00 | 2.531850e+00 |-1.511596e+00 |-3.291542e+00 |-2.455186e+00 |-9.344529e+00 |
       6 | 6.894255e+00 | 8.986948e+00 |-2.421738e+00 |-5.864030e+00 | 2.073581e+00 |-3.330508e-01 |
       7 | 8.895167e+00 | 6.947794e+00 | 2.506961e-01 | 6.846759e+00 |-3.940056e+01 |-4.597945e+01 |
       8 | 6.753686e+00 | 3.512628e+00 | 5.336893e+00 |-1.511709e+00 | 6.886281e+00 | 1.154588e+00 |
       9 | 3.993911e+00 | 1.316800e+00 | 2.891421e+00 | 1.530051e+00 | 7.319269e+01 | 4.687630e+01 |
      10 | 8.012109e+00 | 8.155636e+00 |-6.107095e-01 |-1.100697e+00 |-1.186817e+00 | 8.030653e-01 |
      11 | 1.513788e+00 | 4.698957e-01 | 2.633481e+00 |-4.376142e+00 |-3.641905e+02 |-1.776779e+02 |
      12 | 1.895500e+00 | 3.104645e+00 | 6.012571e+00 |-4.661861e+00 | 2.199387e+00 | 8.460713e-01 |
      13 | 4.848727e+00 | 5.869723e+00 | 3.297742e+00 |-2.969132e+00 |-2.468002e+00 | 2.597738e-01 |
      14 | 6.021847e+00 | 6.811232e+00 |-4.092951e+00 | 3.693253e+00 |-1.727947e+00 |-3.044149e+00 |
      15 | 9.888912e+00 | 5.328693e+00 | 3.515015e+00 | 2.464565e+00 |-1.143743e+00 | 7.470886e+00 |
      16 | 3.534913e+00 | 7.401984e+00 |-1.641802e+00 | 8.416895e+00 |-1.195641e+01 | 5.162907e+01 |
      17 | 3.148957e+00 | 3.206852e+00 | 6.527936e-01 |-2.525073e+00 |-2.176092e+00 |-5.416442e-01 |
      18 | 9.496242e+00 | 1.601388e+00 |-1.803606e+00 | 7.785494e-01 |-1.183177e+02 | 4.434759e+01 |
      19 | 7.016841e+00 | 6.273960e+00 |-7.163387e+00 | 1.514306e+00 |-1.187411e+00 | 1.234885e+00 |
      20 | 6.749223e+00 | 7.637205e+00 | 2.174557e+00 | 9.422354e+00 | 3.369145e+00 | 2.076658e+00 |
      21 | 4.278223e+00 | 8.542302e+00 | 1.628351e+00 |-2.871271e+00 |-1.098548e+00 |-1.568279e+00 |
      22 | 1.824850e+00 | 7.611862e+00 | 2.624346e+00 | 9.123269e-01 |-7.487103e-01 | 1.327232e+00 |
      23 | 2.211451e+00 | 9.086043e-01 |-5.046058e+00 |-9.828126e-01 | 4.242774e+02 | 2.644404e+02 |
      24 | 3.768226e+00 | 6.473121e+00 |-2.591816e+00 | 4.138429e+00 | 1.460922e+01 |-5.147049e+01 |
      25 | 9.611042e-01 | 9.738792e+00 |-3.419320e+00 | 2.141615e+00 |-7.212479e+01 |-5.438390e+01 |
      26 | 3.574553e+00 | 2.160767e+00 | 1.369623e+00 |-5.988134e+00 |-3.054121e+01 | 6.007654e+01 |
      27 | 6.515858e+00 | 1.305451e+00 |-6.425534e+00 | 3.926337e+00 |-5.040093e-01 | 4.264579e+00 |
      28 | 1.397996e+00 | 4.593995e+00 | 4.004068e+00 | 8.458875e-01 |-6.392540e-01 | 5.928017e-01 |
      29 | 9.751348e+00 | 1.709948e-02 |-6.682344e-01 | 4.534025e+00 | 2.856171e+00 | 1.131951e+00 |
      30 | 4.672732e+00 | 4.670312e+00 | 5.611488e+00 | 5.132359e-01 | 3.270956e+00 | 3.283828e+00 |
      31 | 8.403703e+00 | 4.871532e+00 |-4.308453e-01 |-5.918345e+00 | 1.030163e+00 | 3.136504e-01 |
      32 | 3.439489e-01 | 1.280545e+00 | 1.683965e+00 |-8.711892e+00 | 1.174219e+02 |-4.708273e+01 |
      33 | 5.790929e+00 | 5.293417e+00 | 4.369232e-01 |-1.369991e+00 |-1.460601e+01 | 3.363048e+01 |
      34 | 6.175075e+00 | 4.395445e+00 |-6.371213e-01 | 1.128867e+00 | 9.500379e+00 |-2.756382e+01 |
      35 | 2.150521e+00 | 5.511321e+00 |-5.396998e+00 |-3.200359e+00 |-1.170151e+00 |-1.353854e+00 |
      36 | 3.651139e+00 | 4.730613e-01 | 6.331077e-02 | 1.021800e+00 |-4.497393e+01 |-1.066147e+02 |
      37 | 8.332832e+00 | 9.285736e+00 |-1.000513e-01 | 3.043712e+00 |-1.191479e+00 |-1.728428e+00 |
      38 | 8.394914e+00 | 2.192093e+00 |-7.000083e+00 | 1.876872e+00 | 1.850858e+00 |-1.150992e+00 |
      39 | 1.938154e-01 | 6.738821e+00 | 1.142756e-01 |-3.888315e+00 |-2.610347e+00 |-2.168801e-01 |
      40 | 1.007487e+00 | 8.745754e+00 |-1.001300e+00 | 3.327309e+00 | 3.643284e+00 |-2.629752e+01 |
Step #1600 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 7.998112e+00 | 1.820853e+00 |-7.737488e-01 |-2.259559e-01 | 6.018243e-01 |-1.231625e+00 |
       2 | 1.474782e+00 | 8.634298e-01 |-5.998674e+00 | 8.954593e+00 |-9.158676e-01 |-5.276313e+00 |
       3 | 1.284773e+00 | 8.198160e+00 |-3.151255e+00 | 4.210656e+00 | 8.062107e-01 |-1.770002e+00 |
       4 | 6.769696e-01 | 3.738478e+00 |-5.757021e+00 | 6.753434e+00 | 5.612416e+01 | 1.791046e+01 |
       5 | 4.705167e+00 | 3.943783e+00 |-5.327790e+00 | 3.997418e+00 | 2.268402e+00 | 6.244251e-01 |
       6 | 6.132614e+00 | 1.746716e-01 |-1.047094e+00 | 3.359508e+00 |-4.315777e+02 | 1.444355e+02 |
       7 | 8.554282e+00 | 7.081539e+00 | 3.503248e+00 | 1.262745e+00 |-1.748241e+00 |-1.392876e+00 |
       8 | 8.036882e+00 | 3.719423e+00 | 2.126190e+00 | 6.645869e+00 | 4.798482e+02 |-5.744257e+02 |
       9 | 4.298901e+00 | 9.499435e+00 | 3.910162e+00 |-3.531103e-01 |-3.035885e+00 |-1.195848e+00 |
      10 | 6.921154e+00 | 9.916354e+00 | 2.950401e+00 | 3.134369e+00 | 4.324636e+02 |-1.399190e+02 |
      11 | 1.776147e+00 | 9.186069e+00 |-6.394313e+00 |-3.169952e+00 | 8.783139e-01 | 2.929914e+00 |
      12 | 3.468398e+00 | 2.499207e+00 | 4.533797e+00 |-1.688541e-01 |-1.036803e+02 | 4.638728e+01 |
      13 | 4.472371e+00 | 5.170763e+00 |-1.710782e+00 |-2.390814e+00 | 6.246508e-01 |-1.614778e+00 |
      14 | 5.958772e+00 | 7.707882e+00 |-6.693156e+00 | 2.210928e+00 |-2.414827e+02 | 6.733144e+01 |
      15 | 6.388099e-01 | 4.969652e+00 |-3.118397e-01 |-2.047014e+00 |-5.326803e-01 |-1.923131e+00 |
      16 | 3.141227e+00 | 8.986718e+00 | 2.609784e-01 | 6.553795e-01 | 8.758716e+00 | 3.917362e+02 |
      17 | 5.245685e+00 | 2.721648e+00 | 6.830945e+00 | 1.144435e+00 | 4.426166e-01 | 1.020749e-01 |
      18 | 8.768789e+00 | 2.650768e+00 | 6.224925e+00 | 3.909232e+00 | 3.812781e-01 | 1.350771e+00 |
      19 | 4.026937e+00 | 6.640061e+00 | 1.980801e+00 |-5.017452e+00 | 8.549062e+00 |-4.170736e+00 |
      20 | 7.489556e+00 | 6.466935e+00 |-6.034228e-01 |-1.190153e-01 | 5.663348e-01 | 3.099965e+00 |
      21 | 4.707713e+00 | 7.762796e+00 | 4.157601e+00 |-1.612453e+00 |-3.043823e-01 |-1.571895e+00 |
      22 | 3.124717e+00 | 8.148747e+00 | 2.965188e+00 |-1.108800e+00 |-1.978281e+01 |-2.347615e+02 |
      23 | 1.576743e+00 | 1.947330e+00 |-1.237600e+00 |-3.005172e+00 |-2.470988e+00 |-6.727461e+00 |
      24 | 3.185574e+00 | 7.259670e+00 |-5.652695e+00 |-1.073518e+00 | 1.651702e+02 |-1.317270e+02 |
      25 | 6.791799e+00 | 7.473479e+00 | 7.705907e-01 |-7.074357e+00 | 2.406904e+02 |-6.924226e+01 |
      26 | 4.301397e+00 | 2.127990e+00 | 2.225559e+00 | 1.323435e+00 | 1.049221e+02 |-4.702489e+01 |
      27 | 5.497295e+00 | 1.501016e+00 |-3.044016e+00 |-1.357472e+00 | 6.874435e-01 | 1.847265e+00 |
      28 | 1.869688e+00 | 2.948420e+00 | 8.263115e+00 |-8.939505e-01 | 2.004025e+00 | 1.007036e+01 |
      29 | 9.106711e+00 | 1.311583e+00 | 2.708244e+00 | 1.584969e+00 |-3.559764e+00 | 8.183147e-01 |
      30 | 5.960363e+00 | 4.354441e+00 | 1.916736e+00 |-2.227858e-01 |-6.388304e-01 |-1.999524e+00 |
      31 | 9.765759e+00 | 3.463880e+00 | 3.593260e-01 |-1.348325e+00 |-5.695427e+01 |-1.771455e+01 |
      32 | 6.698361e-01 | 9.844936e+00 |-4.769998e+00 |-3.962663e+00 | 6.045868e+00 | 8.734849e+00 |
      33 | 7.521422e+00 | 4.332438e+00 | 1.658117e+00 |-6.677126e+00 |-4.824943e+02 | 5.692930e+02 |
      34 | 6.877835e+00 | 3.270029e+00 |-3.026548e-01 |-1.424053e+00 | 2.237951e+00 | 3.319323e+00 |
      35 | 2.303530e+00 | 7.137242e+00 | 4.236882e+00 | 8.818428e-01 |-1.603022e+02 |-1.953323e+01 |
      36 | 2.857173e+00 | 3.724132e-02 |-2.542639e+00 |-1.354191e+00 |-1.942072e+00 | 1.327392e+00 |
      37 | 8.451837e+00 | 1.779839e-01 | 3.812884e-01 |-3.523579e-01 | 1.576119e-03 | 2.305219e+00 |
      38 | 6.703172e+00 | 1.372715e+00 |-4.395839e+00 |-4.299793e+00 |-1.226439e+00 |-1.939144e+00 |
      39 | 2.106663e-02 | 6.384806e+00 |-5.765016e-01 |-1.010520e-01 |-1.811917e-01 |-4.846629e-01 |
      40 | 3.669793e-01 | 8.841472e+00 |-1.673053e+00 |-6.685778e-01 |-1.242307e+00 |-7.977674e+00 |
Step #1700 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 7.972544e+00 | 2.034923e+00 | 4.925499e+00 | 3.136641e+00 | 1.518714e+00 | 7.519710e+00 |
       2 | 9.338850e+00 | 9.747200e+00 |-9.495228e-01 |-4.394803e+00 | 5.457185e+00 | 1.686174e+00 |
       3 | 9.780093e+00 | 8.097597e+00 |-5.034735e+00 | 1.464728e+00 |-2.331710e+01 | 5.435383e+01 |
       4 | 8.848184e+00 | 6.101065e+00 |-3.335562e+00 | 2.800337e+00 |-2.953759e+00 | 5.064471e-01 |
       5 | 2.811923e+00 | 3.739785e+00 | 2.249027e+00 |-3.681147e+00 |-2.050332e+02 | 7.834353e+01 |
       6 | 3.704870e+00 | 8.604670e-01 |-3.500766e+00 | 2.582041e+00 |-2.155597e+01 |-2.230893e+01 |
       7 | 7.790960e+00 | 6.670361e+00 |-4.000731e+00 |-1.930758e+00 | 1.133803e+03 | 2.830743e+02 |
       8 | 8.816672e-01 | 4.837852e+00 |-6.009093e+00 | 1.919022e+00 |-1.485548e+02 |-2.028348e+02 |
       9 | 5.832241e+00 | 7.710439e+00 | 2.347566e+00 |-5.385785e+00 | 6.309731e-02 |-5.280458e-01 |
      10 | 7.605942e+00 | 1.048821e+00 |-1.122654e+00 |-3.461570e+00 | 5.619034e+02 | 6.587260e+01 |
      11 | 2.655467e-01 | 6.510610e-01 |-3.140443e+00 | 2.848200e+00 | 1.276069e+01 |-7.904459e+00 |
      12 | 4.583414e+00 | 2.840636e+00 |-3.078819e-01 | 1.044689e+00 |-2.098923e+00 |-1.552342e+00 |
      13 | 3.638721e+00 | 3.475633e+00 | 1.053415e-01 |-6.173576e+00 | 2.273197e+02 |-7.446671e+01 |
      14 | 7.097363e+00 | 9.849504e+00 | 3.752568e+00 | 4.532925e+00 | 2.713124e+00 | 3.028396e+00 |
      15 | 1.396278e+00 | 5.532539e+00 | 4.559931e+00 | 2.637240e+00 | 1.200237e+02 | 2.149478e+02 |
      16 | 2.793153e+00 | 9.237541e+00 |-5.239445e+00 |-9.144472e-01 |-7.591486e-02 | 3.372989e-01 |
      17 | 7.181675e+00 | 2.882264e+00 |-1.763934e+00 | 3.216058e+00 | 8.186058e+00 | 2.898631e+00 |
      18 | 9.762072e+00 | 2.899811e+00 | 5.888108e+00 |-2.706154e-01 |-7.018438e-01 | 8.611084e-01 |
      19 | 4.834272e+00 | 6.299630e+00 |-1.675974e+00 |-7.778106e-01 | 1.216454e+02 |-8.504508e+01 |
      20 | 9.064306e+00 | 4.195974e+00 | 2.668989e+00 |-6.210886e+00 |-3.834806e-01 |-5.636502e-01 |
      21 | 4.101371e+00 | 6.815100e+00 |-1.631689e+00 |-6.355476e-01 |-1.211364e+02 | 8.565672e+01 |
      22 | 4.355415e+00 | 8.661030e+00 | 3.421173e+00 |-4.812642e-03 |-2.662792e-01 |-2.789127e-01 |
      23 | 1.840627e+00 | 3.485162e+00 |-4.151740e+00 |-5.483479e+00 |-2.129010e+01 |-4.820266e+00 |
      24 | 2.304972e+00 | 5.155479e+00 |-5.486456e+00 | 3.428948e+00 | 2.901709e+01 |-1.428390e+01 |
      25 | 7.038906e+00 | 6.481442e+00 |-2.122161e+00 | 8.402172e+00 |-1.131327e+03 |-2.857890e+02 |
      26 | 6.244195e+00 | 2.402102e+00 | 1.890610e+00 | 2.361455e+00 |-6.643237e+00 |-4.506482e+00 |
      27 | 4.353448e+00 | 1.602303e+00 |-7.319077e-01 | 3.419311e+00 | 1.954232e+01 | 2.734923e+01 |
      28 | 3.345734e+00 | 2.221590e+00 | 9.463486e-01 |-3.063964e+00 | 3.439115e+00 | 1.033190e+00 |
      29 | 9.293630e+00 | 9.956939e-01 | 9.581546e-01 |-1.334058e+00 |-1.401713e+01 | 1.457154e+00 |
      30 | 4.882188e+00 | 4.277293e+00 | 2.821332e+00 | 8.868195e-01 |-1.385894e+00 |-1.892144e+00 |
      31 | 1.832286e+00 | 1.330530e+00 | 4.989161e+00 |-5.460718e+00 | 2.695613e+00 | 1.084438e+01 |
      32 | 4.784935e-01 | 9.291955e+00 | 4.628913e+00 | 6.147768e+00 |-2.594081e+00 | 1.850864e+00 |
      33 | 7.596831e+00 | 5.321766e+00 | 5.763911e+00 |-2.256074e+00 | 1.200032e+01 | 1.278918e+02 |
      34 | 7.513313e+00 | 4.419002e+00 | 6.173781e-01 | 5.562847e+00 |-1.070566e+01 |-1.242955e+02 |
      35 | 1.877161e+00 | 7.632797e+00 | 4.610539e+00 | 2.567191e+00 |-4.137410e-01 | 1.323008e-01 |
      36 | 1.591664e+00 | 3.210299e-01 | 5.463954e-01 | 7.510658e-01 |-4.647327e+00 |-1.157534e+01 |
      37 | 8.383097e+00 | 2.828852e-01 |-3.146217e+00 |-1.761291e+00 |-9.698987e-01 | 5.188311e-02 |
      38 | 6.796316e+00 | 9.440249e-01 |-2.701904e-01 |-4.228262e+00 |-5.659166e+02 |-7.260246e+01 |
      39 | 1.765968e-01 | 7.232669e+00 | 2.409618e+00 |-1.504848e+00 | 2.414890e+01 |-5.257690e+01 |
      40 | 7.540619e+00 | 8.067085e+00 |-6.479460e+00 |-7.750022e-01 |-2.496065e-01 |-1.872437e+00 |
Step #1800 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 8.749435e+00 | 3.262459e+00 | 1.151497e+00 | 3.970477e+00 |-2.965712e+01 |-2.192035e+01 |
       2 | 4.067934e-01 | 8.411063e+00 | 9.774910e-01 |-2.317325e+00 | 1.167437e+00 | 1.679665e+00 |
       3 | 8.094590e+00 | 7.917357e+00 | 2.621067e-01 | 4.719865e-01 |-3.513347e-01 | 1.837300e-01 |
       4 | 8.796262e+00 | 6.444522e+00 |-1.929094e+00 |-8.512078e-01 |-1.904244e+00 | 8.895242e-01 |
       5 | 3.029074e+00 | 2.449117e+00 | 2.866640e+00 |-8.412732e-01 | 1.347014e+00 | 1.029965e+00 |
       6 | 6.044291e+00 | 9.679497e+00 | 6.648727e+00 |-4.304374e+00 |-6.989735e+01 |-5.868659e+01 |
       7 | 5.819821e+00 | 7.462764e+00 |-8.081724e+00 | 7.185705e-02 |-3.108381e-01 |-4.304926e-01 |
       8 | 9.527554e+00 | 3.848138e+00 | 6.223262e-01 |-4.386134e+00 | 1.247254e+01 | 6.295515e+01 |
       9 | 3.371641e+00 | 7.504429e+00 | 1.234116e+00 |-2.123510e+00 |-1.947225e+02 |-1.555027e+01 |
      10 | 7.169246e+00 | 1.162121e+00 | 4.923413e-01 |-7.187114e+00 | 2.678132e+01 | 2.654223e+01 |
      11 | 7.042603e-01 | 1.919391e+00 | 1.925649e-01 | 3.519393e+00 |-1.693701e+01 | 8.333241e+00 |
      12 | 5.722337e+00 | 3.673394e+00 | 7.638270e-02 | 2.676639e+00 |-3.471020e+01 |-6.754517e+00 |
