Step #1 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       9 | 5.227785e+00 | 1.734806e+00 | 8.977922e-01 | 1.856139e+00 | 5.506857e+01 | 2.935410e+01 |
      10 | 9.535866e+00 | 3.452482e+00 | 1.482462e-01 | 2.833288e+00 |-5.024558e+01 | 7.165512e+01 |
      11 | 3.569187e+00 | 5.917581e+00 | 6.737115e-01 |-1.405350e+00 | 1.339848e+01 |-2.848056e+00 |
      12 | 4.765713e+00 | 7.633360e+00 |-2.694244e+00 |-3.191621e+00 | 8.658033e+00 | 1.707574e+01 |
      13 | 2.543954e+00 | 5.896047e+00 |-3.461951e+00 |-2.358114e+00 |-3.951252e+01 |-6.553120e+01 |
      14 | 6.037201e+00 | 6.931193e+00 | 1.102400e+00 | 1.461866e+00 |-9.529518e-01 |-5.663673e-02 |
      15 | 9.471672e+00 | 8.249566e+00 | 3.505028e+00 |-1.024183e+01 |-2.184027e+00 | 5.309894e-01 |
      16 | 4.354085e+00 | 1.362684e+00 | 4.225617e-01 |-8.998846e-01 |-5.321330e+01 |-2.450987e+01 |
      17 | 9.499181e+00 | 7.130064e+00 |-5.939384e+00 |-7.132969e-01 | 1.321878e+00 |-1.009936e+00 |
      18 | 5.452016e+00 | 6.979349e-01 |-6.450088e-01 | 1.102412e+00 | 2.596469e+00 | 6.578504e+00 |
      19 | 1.383890e-01 | 6.087829e+00 |-2.285941e-01 |-5.274052e-01 |-8.912334e-01 | 1.434616e+00 |
      20 | 7.328958e+00 | 9.180439e+00 |-5.467478e+00 | 7.559572e-01 | 2.348726e+00 |-8.061524e-01 |
      21 | 6.263079e-01 | 3.392894e+00 |-3.627860e+00 | 3.930702e+00 | 7.486462e+01 | 8.866500e+01 |
      22 | 1.425832e+00 | 4.465450e+00 |-2.160535e+00 | 5.108653e+00 |-1.409721e+02 |-5.668028e+02 |
      23 | 8.262140e+00 | 8.499716e+00 | 1.658775e+00 |-2.678422e+00 |-1.438275e+01 | 1.615895e+02 |
      24 | 3.438898e+00 | 7.760255e+00 |-3.298346e+00 | 7.951927e+00 | 3.105086e+00 |-2.692212e+00 |
      25 | 7.943701e-01 | 6.986999e+00 |-1.667679e+00 | 4.649071e+00 |-1.976812e+02 |-1.972802e+02 |
      26 | 6.002707e+00 | 5.776302e+00 | 3.847917e+00 |-3.379371e+00 |-1.834379e-01 | 1.568749e+00 |
      27 | 1.623408e+00 | 5.256560e+00 |-3.744196e-01 |-6.641516e+00 | 1.404208e+02 | 5.642936e+02 |
      28 | 1.040612e+00 | 1.193040e+00 | 5.202412e+00 | 3.225393e+00 |-5.229067e+00 | 7.413523e-01 |
      29 | 2.784720e+00 | 9.946778e+00 |-6.998523e-01 |-1.350984e+00 | 1.260066e+00 |-1.275437e+00 |
      30 | 6.245360e-01 | 9.197525e+00 | 1.359006e+00 | 8.218417e-01 |-4.024197e+02 | 7.195085e+02 |
      31 | 2.935796e+00 | 2.250640e+00 | 8.145079e+00 | 2.400113e+00 |-1.006633e+00 | 9.847064e-01 |
      32 | 1.006291e+00 | 8.505978e+00 | 5.217896e+00 | 2.756637e+00 | 4.239018e+02 |-7.650099e+02 |
      33 | 7.342627e+00 | 7.806266e+00 | 2.054018e+00 |-2.769696e+00 |-1.556776e+01 | 5.220885e+00 |
      34 | 5.364832e-02 | 2.682256e+00 |-5.965245e+00 | 1.082854e+01 |-2.197175e+01 |-1.593658e+02 |
      35 | 5.264540e+00 | 9.677625e+00 | 1.614317e-01 | 4.127840e+00 | 9.051843e+00 | 8.054700e+01 |
      36 | 2.090640e-01 | 3.234821e-02 | 2.767361e+00 |-4.353108e+00 |-3.809199e+01 | 7.404755e+01 |
      37 | 2.878343e+00 | 6.774799e+00 |-9.684172e-01 | 1.451412e+00 | 2.535040e+01 | 6.728779e+01 |
      38 | 7.907344e+00 | 2.302238e-01 | 1.479359e-01 |-2.498227e+00 |-2.458729e+00 |-1.804080e+00 |
      39 | 2.170358e+00 | 3.330235e+00 | 6.074554e+00 |-5.618847e+00 |-9.667687e-01 | 2.636755e-02 |
      40 | 5.153170e+00 | 8.760136e+00 | 8.778672e-01 |-1.098387e+00 |-1.176351e+01 |-9.346749e+01 |
Step #2700 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 6.774855e+00 | 9.439768e+00 | 6.391229e+00 |-3.906736e+00 |-1.735433e-01 |-6.031496e-01 |
       2 | 1.166012e+00 | 7.059092e+00 |-2.539152e-01 |-1.232065e+00 |-2.211969e+00 | 2.216527e+00 |
       3 | 8.912101e+00 | 4.116920e-01 | 1.723744e+00 | 3.109557e+00 | 1.239040e+02 |-1.458378e+02 |
       4 | 4.522154e+00 | 5.645832e+00 |-3.224244e+00 | 6.088774e+00 |-6.248763e-02 | 1.688130e+00 |
       5 | 1.599354e+00 | 6.349483e-01 | 2.328671e+00 | 1.844740e+00 |-9.287648e-01 |-1.609595e-02 |
       6 | 7.015953e+00 | 3.808968e+00 | 1.490346e+00 |-6.682467e-01 | 2.304004e+00 | 6.752026e-01 |
       7 | 8.158197e+00 | 8.220479e+00 |-9.321832e-01 |-8.034295e-01 |-3.332901e+01 | 6.625278e+00 |
       8 | 8.336115e+00 | 1.078532e+00 |-3.264223e+00 |-5.802081e+00 |-1.245009e+02 | 1.459194e+02 |
       9 | 7.377294e+00 | 2.625746e+00 |-2.878772e+00 |-5.702393e+00 | 1.042070e+00 | 3.463679e+00 |
      10 | 7.909109e+00 | 4.668241e+00 |-4.143486e+00 | 4.812431e+00 |-4.526037e-01 |-4.292232e+00 |
      11 | 3.559083e+00 | 4.456571e+00 |-8.485543e+00 |-7.808351e+00 |-3.499627e+00 |-2.262951e-01 |
      12 | 4.041302e+00 | 7.688376e+00 |-4.788439e-01 | 1.403465e+00 | 6.684601e+01 | 1.052835e+02 |
      13 | 3.570675e+00 | 6.913824e+00 | 1.550704e+00 | 1.691387e+00 |-6.365826e+01 |-1.065513e+02 |
      14 | 4.961432e+00 | 6.819529e+00 |-4.834129e+00 |-4.491215e+00 |-7.372792e+00 |-4.632770e+00 |
      15 | 9.090789e+00 | 7.911931e+00 | 3.948573e+00 |-1.646545e+00 | 3.402310e+01 |-1.187844e+01 |
      16 | 3.873832e+00 | 1.028138e+00 |-4.476028e+00 | 4.299715e+00 | 9.254996e+01 |-8.660210e+01 |
      17 | 9.734577e+00 | 6.858158e+00 |-7.319117e-01 |-7.234482e+00 | 1.028093e+00 | 4.047895e+00 |
      18 | 5.703139e+00 | 1.774014e+00 | 3.783704e+00 |-4.783737e-01 |-5.948964e-01 | 4.746989e+00 |
      19 | 9.083826e+00 | 3.862863e+00 | 1.571226e+00 |-6.007494e+00 | 1.063321e+02 | 7.272488e+01 |
      20 | 5.242496e+00 | 9.058187e+00 |-4.142879e+00 | 2.929158e+00 |-5.391290e+02 | 2.842361e+02 |
      21 | 8.329656e+00 | 3.363553e+00 | 6.848037e+00 | 3.825152e+00 |-1.112359e+02 |-6.968667e+01 |
      22 | 2.352739e+00 | 4.245918e+00 | 2.996728e+00 | 2.020541e-01 | 3.162244e+00 |-4.174909e+00 |
      23 | 8.279781e+00 | 9.306085e+00 |-1.283909e+00 | 3.188326e+00 | 6.860667e-01 | 4.079782e+00 |
      24 | 4.537238e+00 | 9.697624e+00 |-5.329951e-01 |-1.107530e+00 |-4.135686e+01 | 4.016625e+01 |
      25 | 2.525121e+00 | 5.316362e+00 | 5.522735e+00 |-3.833382e+00 | 2.330503e+00 | 2.047436e+00 |
      26 | 6.294566e+00 | 4.801832e+00 | 3.730324e+00 |-2.228722e+00 | 8.976376e-01 |-2.641950e+00 |
      27 | 9.797961e+00 | 5.077488e+00 |-3.647531e+00 |-6.076930e-01 |-1.059857e+00 |-1.056078e+00 |
      28 | 3.130972e+00 | 3.356305e+00 | 4.099337e+00 | 4.505542e+00 |-3.362501e-01 | 2.876733e+00 |
      29 | 3.213001e+00 | 1.648067e+00 |-1.678682e+00 | 3.454701e+00 |-9.127107e+01 | 8.601667e+01 |
      30 | 2.550504e-01 | 7.952590e+00 | 2.179285e+00 | 4.026361e+00 | 4.913481e-01 |-2.178607e+00 |
      31 | 5.346500e+00 | 4.148841e+00 | 1.786194e+00 | 5.170236e+00 | 6.488939e-01 |-1.837958e-01 |
      32 | 1.186248e+00 | 8.876318e+00 |-1.710596e+00 |-1.802366e+00 |-1.090438e+00 |-1.873315e+00 |
      33 | 7.372430e+00 | 7.176196e+00 | 9.746123e-01 |-7.274703e-01 | 1.183196e+00 | 2.120604e+00 |
      34 | 8.435765e+00 | 2.252132e+00 |-1.143998e+00 |-2.964932e+00 | 1.993472e-02 |-1.985687e+00 |
      35 | 5.539796e+00 | 7.025607e-01 | 1.628422e-01 | 4.633390e+00 |-1.921462e+00 |-5.027903e+00 |
      36 | 4.723548e-01 | 8.495616e-01 |-1.621313e+00 | 1.758839e+00 | 2.944867e-01 |-5.167408e-01 |
      37 | 2.479868e+00 | 7.862290e+00 |-8.326389e-01 | 2.295832e+00 | 5.334198e-01 |-1.157739e+00 |
      38 | 5.948394e+00 | 8.666090e+00 |-6.392082e+00 |-2.796647e+00 | 5.851681e+02 |-3.155392e+02 |
      39 | 4.997492e+00 | 2.717239e+00 | 3.498714e+00 | 7.485323e+00 | 1.179328e+00 |-4.309406e-01 |
      40 | 5.603710e+00 | 7.672104e+00 | 2.102897e+00 |-4.874829e+00 |-4.388573e-01 |-1.841347e+00 |
Step #2800 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 8.687973e+00 | 9.200348e+00 | 2.911936e+00 | 1.263105e+00 | 1.266772e+00 | 2.614292e+00 |
       2 | 1.113567e+00 | 6.515607e+00 | 1.167880e+00 |-9.803627e-01 | 1.203627e+00 |-1.310470e+00 |
       3 | 9.941980e+00 | 9.493241e-02 | 9.104453e-01 |-8.283758e-01 | 3.028575e+00 | 8.626548e+01 |
       4 | 4.280990e+00 | 6.493008e+00 |-2.702718e+00 | 4.762640e+00 | 1.180335e+00 | 7.575404e-01 |
       5 | 2.042864e+00 | 1.057005e+00 | 6.376686e-01 |-5.686678e+00 | 9.585976e-01 |-3.372458e+00 |
       6 | 6.898629e+00 | 2.864691e+00 |-1.544380e+00 |-2.138234e+00 | 9.544732e+00 |-5.727986e+00 |
       7 | 9.311984e+00 | 6.826848e+00 | 4.612273e+00 |-3.010504e+00 |-5.493258e+00 | 4.084776e+00 |
       8 | 5.524929e+00 | 2.312955e-01 |-2.127469e+00 | 4.480078e+00 | 1.085482e+00 |-1.977052e+00 |
       9 | 7.108669e+00 | 9.527759e+00 |-1.582922e+00 |-6.435514e+00 |-1.006075e+00 | 1.256474e+00 |
      10 | 7.330970e+00 | 5.620981e+00 | 4.131022e+00 | 8.373598e-01 |-1.841216e+01 | 5.647550e+00 |
      11 | 6.136215e+00 | 3.574073e+00 | 7.265706e+00 | 1.546792e+00 |-7.328757e+00 | 8.838352e+00 |
      12 | 3.521683e+00 | 8.659864e+00 |-2.782687e+00 | 1.311736e+00 | 3.046429e+01 | 8.039967e+00 |
      13 | 2.295165e+00 | 7.350129e+00 |-5.965046e+00 | 1.374971e+00 |-8.164318e-01 |-9.182399e-01 |
      14 | 4.304800e+00 | 7.864083e+00 | 9.138956e-02 | 1.897221e+00 | 1.109486e+00 | 1.352795e-02 |
      15 | 7.261356e-02 | 6.073441e+00 |-1.030615e-01 |-4.621071e+00 | 4.317333e+00 |-3.978825e+00 |
      16 | 2.860223e+00 | 2.573841e+00 | 1.873642e+00 | 5.773638e+00 | 2.324703e-01 |-7.581745e-01 |
      17 | 8.248323e+00 | 5.191865e+00 |-1.025633e+01 | 9.211665e-01 | 1.557729e+01 |-9.452471e+00 |
      18 | 5.281986e+00 | 2.529203e+00 |-2.978882e+00 |-1.556628e+00 | 1.151563e+00 | 9.421747e-01 |
      19 | 7.254786e-01 | 2.956687e+00 |-2.700824e+00 | 5.403719e+00 |-2.276489e+00 | 1.074931e-01 |
      20 | 4.888728e+00 | 8.925552e+00 |-7.171436e+00 |-2.362966e+00 | 1.120342e-01 |-1.161887e+00 |
      21 | 9.140245e+00 | 2.975762e+00 | 2.779575e+00 | 3.357572e-02 |-2.144720e+02 | 5.741473e+02 |
      22 | 9.917631e+00 | 4.292176e+00 |-4.273937e+00 |-3.472315e+00 |-2.281123e-01 |-1.168128e+00 |
      23 | 8.291183e+00 | 5.310941e-01 |-5.092926e+00 |-2.462919e+00 |-7.552278e+00 |-3.897326e+00 |
      24 | 2.959728e+00 | 1.260974e-01 | 4.164905e+00 |-4.431558e-01 |-2.970564e+00 | 1.952286e-01 |
      25 | 1.538572e+00 | 5.397796e+00 | 1.960805e+00 | 2.499961e+00 |-1.272863e+00 | 2.189800e+00 |
      26 | 7.287791e+00 | 4.355425e+00 | 1.073319e+00 |-6.718582e-01 |-1.249885e+00 | 1.683707e+00 |
      27 | 8.112657e+00 | 3.128887e+00 | 1.131153e+00 |-7.776461e+00 |-1.320970e+01 | 1.892996e+00 |
      28 | 4.128063e+00 | 1.524338e+00 |-2.342411e+00 |-7.464699e-01 | 1.555399e-01 | 6.081659e-01 |
      29 | 3.191414e+00 | 4.653142e+00 | 4.758128e+00 | 6.780362e+00 |-1.812304e-01 | 1.675976e-01 |
      30 | 9.694838e-02 | 9.197427e+00 |-3.394122e-01 | 1.955730e+00 | 1.837913e+01 |-1.133605e+02 |
      31 | 5.210006e+00 | 5.410869e+00 | 1.034443e+00 |-2.972276e+00 |-5.183338e+00 | 5.281150e+00 |
      32 | 1.628065e+00 | 9.901748e+00 |-3.758906e+00 | 1.449227e+00 | 1.970629e+00 | 1.954965e+00 |
      33 | 8.172385e+00 | 7.279389e+00 | 3.400251e+00 | 2.923700e+00 | 2.058808e+00 |-1.105110e+00 |
      34 | 9.304272e+00 | 8.366440e-01 | 4.601289e+00 |-4.872169e+00 |-1.674185e+01 | 3.037647e+01 |
      35 | 6.892076e+00 | 8.925190e-01 | 8.102619e+00 |-2.651772e+00 | 6.890814e-01 |-2.413193e+00 |
      36 | 9.437704e+00 | 2.220363e+00 |-2.547077e+00 | 5.305134e+00 | 2.265915e+02 |-5.757183e+02 |
      37 | 2.560004e+00 | 8.436104e+00 | 1.175974e+00 |-1.013907e-01 |-2.937045e+01 |-5.889188e+00 |
      38 | 6.107658e+00 | 8.888088e+00 | 5.375446e+00 | 6.332699e+00 |-1.181262e+00 | 2.329886e+00 |
      39 | 6.065304e+00 | 4.779388e+00 |-5.514895e+00 |-1.508897e+00 | 8.123377e+00 |-5.895307e+00 |
      40 | 6.111459e+00 | 6.695574e+00 | 6.254445e-01 |-1.552797e+00 |-2.539127e-01 |-1.290203e+00 |
Step #2900 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 9.296080e+00 | 9.506267e+00 |-1.899379e-01 |-1.876330e+00 | 2.136582e+01 |-2.556409e+01 |
       2 | 1.771595e+00 | 5.865939e+00 |-1.169933e+00 |-3.510798e+00 | 4.225973e+00 |-3.333963e-01 |
       3 | 7.613584e-01 | 1.319837e+00 | 3.537241e+00 | 4.415929e+00 |-1.147882e+00 |-3.312376e-01 |
       4 | 2.831815e+00 | 6.843985e+00 | 5.910003e+00 |-1.931254e+00 |-1.084524e+01 | 4.722167e+01 |
       5 | 3.377995e+00 | 1.673172e-01 |-2.785599e-01 |-2.740857e+00 | 4.066816e-01 |-9.710513e-01 |
       6 | 5.942165e+00 | 1.467399e+00 | 3.698075e-01 | 1.296167e+00 | 1.980708e+02 | 3.194050e+02 |
       7 | 8.492486e-02 | 5.755406e+00 |-2.232294e+00 |-8.163731e+00 |-1.073240e+00 | 9.804865e-02 |
       8 | 4.853841e+00 | 1.552760e+00 |-1.114803e+00 |-4.971233e+00 | 8.122976e+01 | 8.103798e+01 |
       9 | 7.903319e+00 | 7.627591e+00 |-7.825661e+00 | 3.200105e-01 | 8.466029e-01 | 3.919789e+00 |
      10 | 7.507762e+00 | 8.776157e+00 |-1.246066e+00 |-1.649642e+00 |-2.730285e+02 |-1.294322e+03 |
      11 | 5.686532e+00 | 3.350735e+00 |-4.855427e+00 | 3.063732e+00 | 1.424951e+01 | 4.352613e+00 |
      12 | 2.434131e+00 | 8.620179e+00 | 7.300164e+00 | 3.689768e+00 |-4.725754e+00 | 2.829194e+00 |
      13 | 7.878802e-01 | 7.373273e+00 |-8.053614e-01 | 1.359925e+00 |-1.550792e+00 |-3.369905e+00 |
      14 | 5.233169e+00 | 8.329160e+00 | 4.227940e+00 | 3.544877e-01 |-7.563126e-01 | 1.478225e+00 |
      15 | 2.469979e+00 | 4.851933e+00 | 6.480014e+00 |-6.889409e+00 | 1.748812e+00 | 4.480980e+00 |
      16 | 3.670705e+00 | 5.249654e+00 | 3.362347e+00 |-1.679228e+00 | 2.447010e+01 |-6.768976e+01 |
      17 | 8.741431e+00 | 5.519808e+00 |-2.823512e+00 |-6.645831e+00 | 1.526673e+00 |-2.557943e-01 |
      18 | 3.326245e+00 | 2.819230e+00 |-3.603235e+00 | 6.273472e+00 | 1.409017e+00 |-1.676209e+00 |
      19 | 7.678269e-01 | 3.915154e+00 | 1.707545e+00 | 3.897972e-02 |-2.265290e-01 | 1.045442e-01 |
      20 | 4.800392e+00 | 9.706390e+00 | 1.775170e+00 | 3.084021e+00 |-4.685254e-01 | 2.187586e+00 |
      21 | 6.736146e+00 | 2.363635e+00 |-2.441323e+00 |-4.297147e+00 |-2.700107e+00 |-9.771156e-01 |
      22 | 9.271084e+00 | 2.988407e+00 |-6.725666e-01 |-5.842189e+00 | 5.755740e-01 |-1.469778e+00 |
      23 | 8.466769e+00 | 8.916933e+00 |-1.135255e-01 |-2.000023e+00 | 3.882713e+01 |-1.343066e+01 |
      24 | 4.128094e+00 | 1.002237e+00 |-1.313708e+00 | 3.890130e+00 |-9.139417e+01 |-6.956757e+01 |
      25 | 3.015107e+00 | 5.900236e+00 |-1.382843e+00 | 6.152901e+00 |-5.967177e+01 | 1.613860e+01 |
      26 | 7.983275e+00 | 4.115485e+00 | 1.344006e+00 | 2.668189e-02 | 6.914813e-01 | 2.567437e-01 |
      27 | 7.644407e+00 | 9.532975e+00 |-2.156220e+00 | 1.555142e+00 | 2.234755e+02 | 1.290789e+03 |
      28 | 3.074747e+00 | 1.680616e+00 |-2.752141e+00 | 5.222789e-01 | 2.869014e+00 |-8.053087e-01 |
      29 | 3.492841e+00 | 8.736260e+00 |-5.165220e+00 | 8.796650e+00 | 6.088248e+00 | 2.146757e+00 |
      30 | 1.348144e+00 | 8.291042e+00 |-1.590098e+00 |-2.905161e-01 |-5.067819e+01 | 5.741507e+01 |
      31 | 4.642490e+00 | 5.298430e+00 | 2.764651e+00 |-9.876843e-01 |-1.704012e+01 |-7.170918e+01 |
      32 | 1.745426e+00 | 3.406705e-01 | 9.263953e-01 | 7.534134e-01 |-2.700220e-01 | 8.925802e-01 |
      33 | 9.464802e+00 | 7.638485e+00 | 5.558303e+00 | 4.998791e+00 | 7.274174e-01 | 3.257246e-01 |
      34 | 9.073233e+00 | 4.584452e-01 |-2.054133e+00 | 4.021252e+00 |-8.725788e+00 | 3.550335e+01 |
      35 | 7.330135e+00 | 5.609019e-01 | 1.460749e+00 |-3.329766e+00 |-1.548406e+00 | 4.151124e+00 |
      36 | 9.608038e+00 | 1.851492e+00 | 6.726041e-01 | 3.983573e-01 | 1.121513e+00 |-1.786301e-01 |
      37 | 2.008917e+00 | 7.628623e+00 |-5.150149e-01 | 7.444509e-01 | 5.043512e+01 |-5.847073e+01 |
      38 | 5.503564e+00 | 7.493547e-01 | 1.317826e+00 |-4.074041e+00 |-1.892277e+02 |-3.292069e+02 |
      39 | 4.743928e+00 | 2.946941e+00 |-3.750701e+00 | 5.603704e+00 |-1.458786e+01 |-7.955822e+00 |
      40 | 5.200643e+00 | 6.034702e+00 | 1.337520e+00 |-4.805668e-01 | 5.530616e+01 | 7.355092e+01 |
Step #3000 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 9.401007e+00 | 9.116561e+00 |-4.334785e+00 |-3.071841e+00 |-2.274578e+01 |-9.105360e+00 |
       2 | 1.494069e+00 | 4.830815e+00 | 2.693806e-01 | 3.900220e-01 | 1.355300e+00 |-7.205467e-01 |
       3 | 9.554528e+00 | 1.794878e+00 |-5.798641e+00 |-6.340197e+00 | 3.870505e-01 |-1.473739e+00 |
       4 | 4.717491e+00 | 7.061569e+00 | 3.720964e+00 | 1.715164e+00 | 3.284846e+01 | 2.083183e+01 |
       5 | 2.407709e+00 | 1.503804e+00 |-4.109916e+00 | 6.248943e+00 |-1.344919e+00 | 1.932044e+00 |
       6 | 5.991758e+00 | 1.771845e+00 |-7.830808e-01 | 9.910242e-01 |-7.603508e+00 | 2.293676e+00 |
       7 | 9.341992e+00 | 2.997699e+00 |-1.696873e+00 | 3.590125e+00 | 1.639886e-01 |-1.973835e+00 |
       8 | 4.873788e+00 | 1.014124e+00 | 5.195659e-01 | 1.629976e+00 | 1.641924e+00 | 1.466880e+00 |
       9 | 7.535936e+00 | 5.445775e+00 | 5.961794e+00 |-2.057417e+00 | 7.559254e+01 | 5.414602e+01 |
      10 | 7.006447e+00 | 8.678943e+00 | 5.688129e+00 |-4.000918e-01 | 1.499659e+01 |-7.383101e-01 |
      11 | 4.504047e+00 | 3.544740e+00 |-1.297283e+00 |-4.659402e+00 |-1.000698e+00 | 1.660719e+00 |
      12 | 3.455988e+00 | 8.867136e+00 | 4.757103e+00 | 5.078584e-01 | 6.805588e-02 | 3.166686e-01 |
      13 | 5.947421e-01 | 7.236858e+00 |-1.000609e-01 |-5.559093e-01 |-9.811440e-01 | 3.212311e+00 |
      14 | 5.991224e+00 | 8.875706e+00 |-4.485339e+00 | 8.128449e+00 | 3.475801e+01 |-1.482532e+01 |
      15 | 3.034675e+00 | 4.906535e+00 | 3.423248e+00 | 5.185336e+00 |-1.420912e+00 |-7.867217e-01 |
      16 | 3.898986e+00 | 6.532190e+00 |-8.581042e+00 | 3.056491e+00 |-3.233237e+01 |-2.090596e+01 |
      17 | 8.670429e+00 | 4.928936e+00 | 5.153658e-01 | 2.540517e-01 | 7.170389e-01 | 4.824289e+00 |
      18 | 2.304098e+00 | 4.028434e+00 |-3.446732e+00 | 1.492157e-01 | 1.003892e+00 |-1.195297e+00 |
      19 | 1.437989e+00 | 3.320647e+00 |-5.424811e-01 | 1.135204e+00 |-4.271735e+01 | 2.427565e+02 |
      20 | 2.963863e+00 | 5.130613e-01 |-2.114808e+00 |-1.432041e+00 |-2.249845e+00 |-6.119819e-01 |
      21 | 6.196637e+00 | 3.517255e+00 | 3.660564e+00 | 5.425993e+00 |-9.259704e-01 |-2.113399e-01 |
      22 | 9.227882e+00 | 6.168818e-01 | 2.090174e+00 |-1.073849e+01 | 1.430154e+00 | 7.318480e-01 |
      23 | 8.597374e+00 | 7.280219e+00 | 6.096398e-01 |-3.798552e+00 |-1.196468e-01 | 9.084185e-01 |
      24 | 2.812968e+00 | 2.885297e+00 | 5.916429e-02 | 1.009159e+00 |-4.527664e+00 | 7.329394e-01 |
      25 | 1.192117e+00 | 6.329073e+00 |-6.126433e+00 | 3.602332e+00 | 2.220370e+00 |-2.926541e+00 |
      26 | 8.005574e+00 | 4.090890e+00 |-5.235533e-01 | 5.567928e+00 |-4.683928e+00 |-2.149272e+00 |
      27 | 8.241749e+00 | 8.824541e+00 | 2.927383e+00 |-3.514891e+00 |-5.281689e-01 | 8.479442e-01 |
      28 | 1.592343e+00 | 2.468634e+00 |-4.536907e+00 |-3.712565e+00 | 4.754637e+01 |-2.432540e+02 |
      29 | 5.090154e+00 | 9.207469e+00 |-3.779584e-02 | 3.185058e+00 |-4.690015e+01 | 1.720004e+01 |
      30 | 1.056531e+00 | 8.881964e+00 |-1.436133e+00 | 6.680978e-01 | 2.020221e+01 |-1.635384e+01 |
      31 | 6.803224e+00 | 4.882693e+00 | 3.143630e+00 |-1.438719e+00 |-7.222483e+01 |-5.788923e+01 |
      32 | 1.771913e+00 | 4.765306e-02 | 6.573677e+00 |-5.945368e-01 |-3.114302e-01 | 2.814222e-01 |
      33 | 3.094565e-01 | 9.540257e+00 | 3.960454e+00 | 2.302525e+00 | 1.629936e+00 | 2.979008e+01 |
      34 | 7.820312e+00 | 8.957205e-01 |-7.610158e-01 |-3.282137e+00 | 3.362174e+01 |-7.520417e+00 |
      35 | 7.012422e+00 | 1.442296e+00 |-1.376925e+00 | 8.275314e-01 |-2.679470e+01 | 1.939019e+01 |
      36 | 5.317982e-01 | 8.810169e-01 |-9.669160e-01 | 1.163032e+00 |-2.567272e+00 |-1.496033e+00 |
      37 | 2.160869e+00 | 7.663654e+00 | 1.833669e-01 | 2.753116e-01 |-1.102147e+00 | 3.590805e-02 |
      38 | 7.762335e+00 | 9.870208e+00 | 2.815965e+00 | 2.443860e+00 |-5.321502e-01 |-1.594399e+01 |
      39 | 5.076840e+00 | 2.611428e+00 |-3.863077e+00 |-7.295499e+00 | 3.834633e+00 |-3.219570e+00 |
      40 | 6.287673e+00 | 6.746638e+00 | 6.040229e+00 |-6.560395e+00 |-4.036958e-01 |-5.839263e-02 |
Step #3100 --------------------
Particle | Position (X) | Position (Y) | Velocity (X) | Velocity (Y) | Acceler. (X) | Acceler. (Y) |
Particle | Position (X) | Velocity (X) | Acceler. (X) |
       1 | 8.451209e+00 | 7.201829e+00 |-3.907030e+00 |-7.016105e-01 | 3.350071e+00 |-4.719518e+00 |
       2 | 1.665574e+00 | 5.467851e+00 | 8.167036e+00 | 4.459568e+00 |-2.090849e+00 |-9.330621e+01 |
       3 | 7.634837e+00 | 1.043913e-01 |-1.173015e+00 | 2.313776e+00 |-5.923679e-01 |-8.697450e-02 |
       4 | 6.173619e+00 | 7.664200e+00 |-6.007180e+00 |-4.805894e+00 | 1.193274e+01 |-2.120975e+01 |
       5 | 1.747570e+00 | 3.039088e+00 | 4.510561e+00 |-8.367302e+00 |-9.486900e-01 | 4.278893e+00 |
       6 | 5.071858e+00 | 2.317445e+00 |-2.923013e+00 | 4.410977e-01 |-2.328749e+01 |-6.105037e+01 |
       7 | 9.168566e+00 | 3.483959e+00 |-3.768032e+00 |-8.267009e-03 |-3.615519e+01 | 1.280247e+02 |
       8 | 5.131252e+00 | 9.535263e+00 | 3.889657e-02 |-1.398752e+00 |-1.529288e+00 |-5.004721e-02 |
       9 | 9.528255e+00 | 4.398167e+00 | 4.731453e-01 |-5.791501e+00 | 1.201301e+01 | 2.847852e+01 |
      10 | 7.082309e+00 | 8.377832e+00 |-1.562653e+00 | 3.294406e+00 |-2.694808e+02 | 8.627772e+01 |
      11 | 4.453133e+00 | 4.075993e+00 | 1.511760e+00 | 6.837400e+00 | 2.386449e-01 |-2.238615e+00 |
      12 | 5.708289e+00 | 8.546937e+00 | 5.113303e+00 |-3.590602e+00 |-1.132364e+01 | 2.182686e+01 |
      13 | 4.746802e-02 | 9.229761e+00 | 3.318108e-01 | 4.610258e+00 | 1.294346e+00 | 1.378355e-02 |
      14 | 6.812762e+00 | 8.577103e-01 | 4.915606e-01 |-8.758490e-01 |-1.329550e-01 | 8.277408e-01 |
